Name,Address,Contributor,Tags,Business Hours,Tel,Mail,website,Description,Business Type,Latitude and Longitude;;;;;
"Shop Tools, Inc.,""37950 Central Ct. Suite A Newark, CA 94560"",stanford,""metal,"",,,,,,,""37.520629,-122.038446""";;;;;
"Tiger Metals,""Santa Fe Springs, CA 90670"",Stanford,""metal,"",,,,,,,""33.9472359,-118.0853451""";;;;;
"Triangle Machinery & Tool,""1051 Commercial Ct. San Jose, CA 95112"",Stanford,""metal,"",,,,,,,""37.3686288,-121.8868487""";;;;;
"Scherba's,""El Camino and Oak Grove Menlo Park, CA"",Stanford,""paint,"",,,,,,,""37.4750205,-122.2199408""";;;;;
"Sherwin Williams,""696 Broadway Redwood City, CA"",Stanford,""paint,"",,,,,,retail,""37.486507,-122.208564""";;;;;
"Ciba-Geigy,""4917 Dawn Avenue E. Lansing, MI 48823"",Stanford,plastic,,,,,,,""42.724877,-84.451838""";;;;;
MISUMI USA,,Stanford,smallparts,,,,,,,0;;;;;
"Olander Supply Company,""144 Commercial Avenue Sunnyvale, CA"",Stanford,smallparts,,,,,,,""37.3751212,-122.008664""";;;;;
"Aura Hardwoods,""210 Phelan Avenue San Jose, CA"",Stanford,wood,,,,,,,""37.3124532,-121.8669893""";;;;;
"Japan Woodworker,""1731 Clement Avenue Alameda, CA 94501"",Stanford,wood,,,,,,,""37.7759281,-122.2522348""";;;;;
"MacBeath Hardwood Company,""930 Ashby Avenue Berkeley, CA 94710"",Stanford,wood,,,,,,,""37.85118,-122.2901""";;;;;
"Oak Hill Veneer,""Route 14 North Troy, PA 16947"",Stanford,wood,,,,,,,""41.7748437,-76.792079""";;;;;
"Southern Lumber,""1402 S. 1st. Street San Jose, CA"",Stanford,wood,,,,,,,""37.31751149999999,-121.8751407""";;;;;
"Goodwill,""4085 El Camino Real Palo Alto, CA"",Stanford,miscellaneous,,,,,,,""37.4145978,-122.1266782""";;;;;
"Kelley Paper,""4227 Middlefield Avenue @ San Antonio Mountain View, CA"",stanford,miscellaneous,,,,,,,""37.4280578,-122.1208328""";;;;;
"Frei and Borel,""126 Second Street Oakland, CA 94607"",stanford,jewelry,,,,,,,""37.79303549999999,-122.2685775""";;;;;
"Rio Grande,""Albuquerque, NM"",stanford,jewelry,,,,,,,""35.0844909,-106.6511367""";;;;;
"Orchard Supply Hardware (OSH) Redwood City,""2110 Middlefield Road Redwood City, CA"",stanford,hardware,,,,,,,""37.4795189,-122.2184171""";;;;;
"Peninsula Building Materials,""109 Seaport Redwood City, CA"",stanford,hardware,,,,,,,""37.4929948,-122.2132365""";;;;;
"Michael's Crafts (Redwood City),""100 Woodside Plaza Redwood City, CA"",stanford,art,,,,,,,""37.457861,-122.229404""";;;;;
"Tech Shop (San Jose),""300 South 2nd Street San Jose, CA 95113"",Andra Keay,""tool rental,cowork,art,electronics,metal,fabric,glass,ceramics,jewelry,hwgeneral,paint,wood,small parts,3dprinting,plastics,membership"",9:00 AM to Midnight 7 Days a Week,(408) 916-4144,info.sj@techshop.ws,www.techshop.com,Tech Shop has classes as well as access to a range of equipment and resources,workspace,""37.331975,-121.8859573""";;;;;
"HSC Electronic Supply (Santa Clara),""3500 Ryder Street Santa Clara, CA 95051"",""John Carlsen, Lee Felsenstein"",""surplus,electronics,test equipment"",,800-442-5833,,http://www.halted.com/,""Electronic and mechanical components and devices, large stock of small parts, extensive surface-mount inventory. Most parts new, excess inventories. Test equipment and amateur radio equipment as well. Linear ICs are behind the counter - counter staff is knowledgable."",retail,""37.3763524,-121.9954849""";;;;;
"Ace Monster Toys,""6050 Lowell Street in Oakland, CA"",Chris Fornof,""hackerspace,coworking,metal,wood,machine shop,fabric"",,(510) 545-3245,,http://acemonstertoys.org/,,workspace,""37.8445407,-122.2771073""";;;;;
"Precision CNC Machining,""562 Whitney Street San Leandro, CA 94577"",Todd Huffman,""services,fabrication"",,510-777-0375,FastQuote@productionrobotics.com,http://www.productionrobotics.com/shop.html,""Production Robotics' machine shop has six vertical machining centers, one horizontal, two CNC lathes, all late model Haas machines, and all the necessary support equipment. With sophisticated tooling, super-efficient CAM software and an amazingly skilled workforce, we can offer you lower cost and higher quality than any other machine shop. We produce parts that not only meet or exceed your specifications, but are beautiful besides, usually at substantial cost savings. CNC milling and turning, prototype, short run or production, high precision and quick delivery - we do it all, with very competitive pricing."",fabricator,""37.723241,-122.1904245""";;;;;
"Advanced Manufacturing,""2771 Aiello Dr. San Jose, CA 95111"",Todd Huffman,""services,fabrication"",,408-225-0109,,http://advancedmfg-sj.com/,Advanced Manufacturing is a full-service prototype and production manufacturing facility specializing in the fabrication of plastic and metal parts.,fabricator,""37.294157,-121.847465""";;;;;
"Fonly Institute,""2460 Park Blvd. #1 Palo Alto, CA 94306"",Lee Felsenstein,""engineering,custom service,jobshop,electronics,layout,design,contract"",,650-814-0427,lee@fonlyinstitute.com,http://www.fonlyinstitute.com/,""Electronic and electromechanical product development. Analog, digital, control electronics, housing, harness and mechanical design and documentation. Work with client at earliest stages of product design through to trtansfer to manufacturing."",service,""37.428025,-122.142882""";;;;;
"San Francisco Stained Glass,""345 Divisidero San Francisco, CA 94117"",Stanford,""glass,"",,,,,,,""37.7728738,-122.4375237""";;;;;
"Eddie's Quilting Bee/Dawn's House of Sewing,""480 South Mathilda Avenue Sunnyvale, CA 94086"",John Carlsen,textiles,,(408) 730-1480,,http://www.eddiesquiltingbee.com/,,retail,""37.3726862,-122.0356599""";;;;;
"Alco Iron & Steel,""1091 Doolittle Drive, San Leandro, CA 94577"",Stanford,""metal,"",,,,,,,""37.716793,-122.188782""";;;;;
"Campbell Precision Sheetmetal,""636 Newhall St. San Jose, CA 95110"",Stanford,""metal,"",,,,,,,""37.348835,-121.9207336""";;;;;
"Earle M. Jorgensen Company (used to be Kilsby-Roberts),""31100 Wiegman Road Hayward, CA"",Stanford,""metal,"",,,,,,,""37.610235,-122.060087""";;;;;
"Metal Supermarkets,""705 Comstock St. Santa Clara, CA"",Stanford,""metal,"",,,,,,,""37.3747189,-121.9471774""";;;;;
"Professional Plastics,""2175 Kruse Dr. San Jose, CA 95131-1214"",Stanford,plastic,,,,,,,""37.3923582,-121.9128489""";;;;;
"Grainger,""441 Clyde Avenue Mountain View, CA 94043"",Stanford,smallparts,,,,,,retail,""37.39757,-122.046275""";;;;;
"L & M Tool and Die,""1071 McCue San Carlos, CA"",Stanford,smallparts,,,,,,,""37.5082199,-122.2598003""";;;;;
"Eco Timber,""1020 Heintz Berkeley, CA"",Stanford,wood,,,,,,,""37.8540853,-122.2888871""";;;;;
"Color Vu,""2245 Old Middlefield Mountain View, CA"",Stanford,miscellaneous,,,,,,,""37.414705,-122.0958491""";;;;;
"Consumer Scientific,""1411 W. El Camino Real Mountain View, CA 94040"",Stanford,miscellaneous,,,,,,,""37.3889798,-122.0908608""";;;;;
"Orchard Supply Hardware (OSH) Mountain View,""2555 Charleston Road, Mountain View, CA 94043"",stanford,hardware,,,,,,,""37.421158,-122.09996""";;;;;
"HSC Electronic Supply (Rohnert Park),""5681 Redwood Dr # 1 Rohnert Park, CA 94928"",""John Carlsen, Lee Felsenstein"",""retail,surplus,electronics,test equipment"",,,,http://www.halted.com/,""Electronic and mechanical components and devices, large stock of small parts, extensive surface-mount inventory. Most parts new, excess inventories. Test equipment and amateur radio equipment as well. Linear ICs are behind the counter - counter staff is knowledgable."",retail,""38.354036,-122.714188""";;;;;
"Electronics Plus,""823 4th Street San Rafael, CA 94901"",Pat Tufts,electronics,M-Sa 9am - 6pm,,,http://www.electronicplus.com/About.asp,""Electronics (analog and digital), plus some fun educational kids"",retail,""37.9726454,-122.5245486""";;;;;
"American Steel Studio,""1960 Mandela Parkway Oakland, CA 94607"",Mathilde Berchon,""art,hackerspace,makerspace"",,,,http://www.americansteelstudios.com/about,,workspace,""37.8150695,-122.288762""";;;;;
"ActivSpace,""2703 7th Street, #101 Berkeley, CA 94710"",Todd Huffman,""rental,workshop"",,510-845-5000,rentberkeley@activspace.com,http://activspace.com/mission-2.html,""Whether you're an artist, a hobbyist, or operate a business, you need affordable space that will facilitate your entrepreneurial spirit."",workspace,""37.8565777,-122.2927496""";;;;;
"Center Hardware,""999 Mariposa St San Francisco, CA 94107"",Matthew Goodman,supplier,""M-F 7-5, SS 9-5"",415-861-1800,,http://www.centerhardware.com/,""Founded in the late 1880's, Center carries a complete line of commercial and industrial supplies and hardware. Center services a diverse collection of San Francisco-based industries, including local hotels, office buildings, construction firms, city government agencies and even motion picture studios. Our extensive inventory coupled with our ability to locate and acquire hard-to-find items, and put together large quantity orders makes us unique in our field. We have it, can get it, or will find a place to get it. An experienced sales force and over 20,000 square feet of merchandise gives you a single source for all your needs."",retail,""37.7639145,-122.3934214""";;;;;
"TAP Plastics (SF),""154 South Van Ness Avenue San Francisco, CA 94103"",Matthew Goodman,""plastic,composites,mechanical,materials,fabrication"",,(415) 864-7360,info@tapplastics.com,http://www.tapplastics.com/,""In 1952 two entrepreneurs named Art Whitehead and Gilbert Taylor opened a wholesale distribution center for fiberglass materials and sheet acrylics in Oakland, CA. They named their store Taylor and Art Plastics, which was later shortened to TAP Plastics."",retail,""37.7716461,-122.4182415""";;;;;
"TAP Plastics (Pleasanton),""6010 Johnson Drive Suite C Pleasanton, CA 94588"",John Carlsen,""plastic,composites,mechanical,materials,fabrication"",,,,http://www.tapplastics.com/,,retail,""37.7002974,-121.9079525""";;;;;
"Computer History Museum,""1401 N Shoreline Blvd. Montain View, CA 94043"",John Carlsen,""museum,event space,venue rental"",,650.810.1010,,http://www.computerhistory.org/,,museum,""37.414341,-122.0769216""";;;;;
ExpressPCB,,John Carlsen,pcb,,,,http://expresspcb.com/,,fabricator,0;;;;;
"Santa Clara Color,""211 S. Whisman Mountain View, CA"",Stanford,""paint,"",,,,,,,""37.386366,-122.063998""";;;;;
"K. R. Anderson Co., Inc.,""2800 Bowers Avenue Santa Clara, CA 95051"",Stanford,plastic,,,,,,,""37.3696168,-121.9769596""";;;;;
"Bay Advanced Technologies,""1460 O'Brien Drive Menlo Park, CA"",Stanford,miscellaneous,,,,,,,""37.4764949,-122.1423826""";;;;;
"Rainbow Jewelers Supply,""2109 San Pedro San Antonio, TX 78212"",stanford,jewelry,,,,,,,""29.4543867,-98.49931029999999""";;;;;
"Inventor Labs,""901 Shasta Street Redwood City, CA 94063"",Chris Fornof,""design,incubator"",,,,http://www.inventor-labs.com/home/index.shtml,""Post good ideas, and Inventor Labs may choose to invest in it."",service,""37.4789825,-122.2214588""";;;;;
"Sunnyvale Community Center,""550 East Remington Drive Sunnyvale, CA"",John Carlsen,""rental,meeting space"",,(408) 730-7751,,http://sunnyvale.ca.gov/Departments/CommunityServices/CommunityCenters/SunnyvaleCommunityCenter.aspx,,workspace,""37.35908149999999,-122.0272183""";;;;;
"Flux Foundation,""American Steel – Bay 3 1960 Mandela Parkway Oakland, CA 94608"",Mathilde Berchon,art,weekly meeting on Thursdays at 7pm,,info@fluxfoundation.org,http://fluxfoundation.org/,""The mission of the Flux Foundation is to engage people in designing and building large-scale public art as a catalyst for education, collaboration and empowerment. Flux Foundation invites individuals to submit ideas for collaborative large-scale art projects, and we utilize our infrastructure to help bring these projects to life. We seek to provide artists with resources that may not otherwise be available to them such as shop space, volunteer teams, fundraising support, project management and other valuable tools."",workspace,""37.8206056,-122.288931""";;;;;
"Arrow Electronics,""3000 Bowers Avenue Santa Clara, CA 95051"",""John Carlsen, Lee Felsenstein"",""distributor,offshelf,electronics"",,(408) 727-2500,,http://www.arrownac.com/,,distributor,""37.3755071,-121.9778527""";;;;;
"Mouser Electronics,""1810 Gillespie Way, Suite 101, El Cajon, CA 92020"",John Carlsen,""distributor,electronics,catalog"",,,,http://www.mouser.com/,,distributor,""32.8190135,-116.9812228""";;;;;
"Avnet,""1820 McCarthy Blvd Milpitas, CA 95035"",John Carlsen,""distributor,electronics"",,,,http://avnet.com/,,distributor,""37.400435,-121.9141704""";;;;;
"TAP Plastics (San Mateo),""606 South B Street San Mateo, CA 94401"",John Carlsen,""plastic,composites,mechanical,materials,fabrication"",,,,http://www.tapplastics.com/,,retail,""37.563153,-122.320246""";;;;;
"TAP Plastics (San Jose-The Alameda),""1212 The Alameda San Jose, CA 95126"",John Carlsen,""plastic,composites,mechanical,materials,fabrication"",,,,http://www.tapplastics.com/,,retail,""37.3317517,-121.9121464""";;;;;
"TAP Plastics (San Rafael),""900 Andersen Drive San Rafael, CA 94901"",,""plastic,composites,mechanical,materials,fabrication"",,,,,,retail,""37.9575315,-122.5083773""";;;;;
"Orchard Supply Hardware (Sunnyvale),""777 Sunnyvale-Saratoga Road Sunnyvale, CA, United States 94087"",John Carlsen,""mechanical,fasteners,materials"",,,,http://www.osh.com/,,retail,""37.3666568,-122.0323471""";;;;;
"ACI Glass,""2765 Lafayette Street, Santa Clara CA 95050"",Stanford,""glass,"",,,,,,,""37.37119,-121.9502446""";;;;;
"Bullseye Glass,""3722 SE 21st Ave, Portland, OR 97202"",Stanford,""glass,"",,,,,,,""45.49604799999999,-122.644286""";;;;;
"Macalaster Bicknell Company,""PO Box 109 Millville, NJ 08332"",Stanford,""glass,"",,,,,,,""39.4020596,-75.0393438""";;;;;
"Team Losi,,Stanford,""radiocontrol,"",,,,http://www.losi.com/,Huge selection of Radio Control stuff.,,0";;;;;
"Accurate Powder Coating,""940 American Street, San Carlos, CA 94070"",Stanford,""metal,"",,,,,,,""37.499892,-122.246057""";;;;;
"Alan Steel,""Highway 101 & Whipple (east), Redwood City, CA"",Stanford,""metal,"",,,,,,,""37.4956518,-122.2316833""";;;;;
"Campbell Metal Supply,""569 Charcot Avenue San Jose, CA 95131"",Stanford,""metal,"",,,,,,,""37.386066,-121.910839""";;;;;
"Online Metals,,Stanford,""metal,"",,,,,,,0";;;;;
"Specific Plating,""936 Industrial Palo Alto, CA"",Stanford,""metal,"",,,,,,,""37.42323409999999,-122.0985277""";;;;;
"San Carlos Paint,""1664 Industrial Way San Carlos, CA"",Stanford,""paint,"",,,,,,,""37.4954678,-122.238026""";;;;;
"Harrington Plastics,""1100 Industrial Rd, Unit15 San Carlos, CA 94070"",Stanford,plastic,,,,,,,""37.5071591,-122.2605222""";;;;;
"Polymer Plastics Corp.,""645 National Avenue Mountain View, CA 94043"",Stanford,plastic,,,,,,,""37.4031327,-122.0536222""";;;;;
"Scandic Springs, Inc.,""901 Montague Avenue San Leandro, CA 94577"",Stanford,smallparts,,,,,,,""37.710686,-122.157642""";;;;;
"Small Parts, Inc.,""13980 N.W. 58th Court P.O. Box 4650 Miami Lakes, FL 33014-0650"",Stanford,smallparts,,,,,,,""25.900355,-80.29606199999999""";;;;;
"Formwood,""1601 Production Road Jeffersonville, IN 4713"",Stanford,wood,,,,,,,""38.31326,-85.7460187""";;;;;
"Minton's Lumber,""455 W. Evelyn Avenue Mountain View, CA"",Stanford,wood,,,,,,,""37.3931599,-122.0743824""";;;;;
"Foamorder.com,""1289 21st Avenue San Francisco, CA 94122"",Stanford,miscellaneous,,,,,,,""37.763717,-122.4794265""";;;;;
"Holzmueller Productions,""1000 25th Street San Francisco, CA 94107"",stanford,miscellaneous,,,,,,,""37.7531139,-122.389272""";;;;;
"R. S. Hughes,""1162 Sonora Court Sunnyvale, CA"",stanford,miscellaneous,,,,,,,""37.3715267,-121.9991326""";;;;;
The Bead Shop,,stanford,jewelry,,,,,,,0;;;;;
"D & J Hobby,""96 San Tomas Aquino, Campbell, CA"",stanford,hardware,,,,,,,""37.2868354,-121.9765458""";;;;;
"Palo Alto Hardware,""875 Alma Street, Palo Alto, CA 94301-2404"",stanford,hardware,,,,,,,""37.4405086,-122.1591092""";;;;;
"Michael's Crafts (Mountain View),""2415 Charleston Road Mountain View, CA"",stanford,art,,,,,,,""37.4215518,-122.0974268""";;;;;
"University Art,""267 Hamilton Avenue Palo Alto, CA"",stanford,art,,,,,,,""37.444794,-122.1608409""";;;;;
